Id,BaseAmount,Description,ExtendedAmount,IsPriceOverridden,IsProductOverridden,LineItemNumber,ManualDiscountAmount,OwnerId,PriceListId,ProductId,Quantity,QuoteId,RequestedDeliveryDate,RequestedShipDate,ShippingCity,ShippingContactName,ShippingCountry,ShippingFax,ShippingFreightTermsCode,ShippingLine1,ShippingLine2,ShippingLine3,ShippingName,ShippingPostalCode,ShippingStateOrProvince,ShippingTelephone,StatusCode,SubLineItemNumber,Tax,TypeCode,UnitPrice,UomCode,VolumeDiscountAmount,WillCall,CreatedByUser,CreatedDateTime,ModifiedByUser,ModifiedDateTime,UnitCost,GroupCode,AllocatedAmount,FreightAmount,PriceModifier,PriceMultiplier,RebateAmount,IsExcludedFromQuoteAmount,PlantCode,ProductGroup1Code,ProductGroup2Code,ProductGroup3Code,ProductGroup4Code,ProductGroup5Code,ShippingAccountId,ListPrice,ApprovalStatusCode,AverageSellPrice,GrossMargin,IsPriceIncomplete,MaterialPriceGroupCode,MaximumSellPrice,MinimumSellPrice,PriceGroupCode,ProductHierarchy1Code,ProductHierarchy2Code,ProductHierarchy3Code,ProductHierarchy4Code,ProductHierarchy5Code,ProductHierarchy6Code,ProductHierarchy7Code,StandardCost,StandardGrossMargin,IsManualDiscountActive,IsPriceExternal,ManualDiscountPercentage,QuantityPerUnit,TaxPercentage,UnitWeight,CustomerBaseAmount,CustomerUnitPrice,DealerProfitAmount,DealerMargin,MfgMargin,MfgPrice
F7F4ADEE-B998-43BB-B0AA-11DFED7AA9F4,0,Air Compressor,0,NULL,NULL,1,NULL,NULL,NULL,B239DD41-6B88-4A69-92A5-DADEE9D4CA80,1,1A17AECA-D233-4D93-9E37-D8197B6CEBDE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0,1,NULL,NULL,95d29adc-309b-450a-a789-8d5b481347ab,50:49.0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL
3E5EADAF-CD29-4EA5-8AD5-128C4C717D6A,350,"Gasket, Earth Axle End Bombardier 400-0216-52",332.5,NULL,NULL,1,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,EB5751FD-8951-45C8-B93F-B71D1C2D1A71,1,37724FDF-5337-48AD-9E6A-26634D7A1323,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,350,1,NULL,NULL,131cc3a1-22e7-476d-b02a-5b2456c5e35a,42:16.3,131cc3a1-22e7-476d-b02a-5b2456c5e35a,43:03.2,NULL,3,NULL,NULL,-17.5,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,350,3,NULL,100,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.53,94.43,1,NULL,NULL,NULL,NULL,NULL,350,350,NULL,-5.26,100,NULL
CC927577-996B-4602-B5C0-130892314A65,350000,"Gasket, Earth Axle End Bombardier 400-0216-52",203000,NULL,NULL,1,105000,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,EB5751FD-8951-45C8-B93F-B71D1C2D1A71,1000,FE4F4433-52EC-4007-B178-AE25FB71B871,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,350,1,NULL,NULL,131cc3a1-22e7-476d-b02a-5b2456c5e35a,03:11.6,131cc3a1-22e7-476d-b02a-5b2456c5e35a,03:53.5,NULL,3,NULL,NULL,-42000,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,350,3,NULL,100,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.53,90.87,1,NULL,NULL,NULL,NULL,NULL,350000,350,0,-72.41,100,NULL
5F93BD19-A3B3-44B0-9543-1360FF8E0A69,220,Million Series 9038510/01,220,NULL,NULL,1,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,BB332718-74ED-4EB6-B354-5DB3B4449202,1,8356DB7D-B0F8-4938-A473-036F79F725AB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,220,1,NULL,NULL,131cc3a1-22e7-476d-b02a-5b2456c5e35a,20:22.8,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,220,NULL,NULL,100,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.22,98.54,1,NULL,NULL,NULL,NULL,NULL,220,220,NULL,0,100,NULL
0A590203-E6EE-48AD-980E-14FF1617B591,NULL,created from website,NULL,NULL,NULL,1,NULL,NULL,NULL,5B3CA472-C568-414C-B529-42EC92C60C79,1,1580C36B-1566-48BE-8670-F9CEE8DE2C03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,072de345-7408-40d1-b8d6-b1e5bcde0fc0,45:49.8,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5C76D18C-298E-4956-9F8B-1564E865AEE3,NULL,created from website,NULL,NULL,NULL,1,NULL,NULL,NULL,5B3CA472-C568-414C-B529-42EC92C60C79,1,4FB21D1A-624C-4FA1-B0B8-840FFC92844B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,072de345-7408-40d1-b8d6-b1e5bcde0fc0,13:37.9,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DEB29180-7E40-406A-854F-16C5D21BB354,38568.48,Sabre-X,38568.48,NULL,NULL,2,NULL,NULL,NULL,5B3CA472-C568-414C-B529-42EC92C60C79,1,48C34394-598D-4C8C-8F70-AB2D0E5DB5F8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,38568.48,1,NULL,NULL,967b6d71-2f06-4b59-8648-71f93e5d1f03,59:44.0,967b6d71-2f06-4b59-8648-71f93e5d1f03,00:26.2,1300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38568.48,NULL,NULL,96.63,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,1,1,NULL,NULL,NULL,60,38568.48,38568.48,NULL,0,96.63,NULL
7023DA97-0FBD-4EB5-8D0D-16FAA885F0C2,1782,Hardware Options,1782,NULL,NULL,1,NULL,NULL,NULL,NULL,1,422EAC83-EB86-41D5-B028-FC17CB601FC2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,1782,NULL,NULL,NULL,131cc3a1-22e7-476d-b02a-5b2456c5e35a,52:49.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1782,NULL,NULL,100,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,1,NULL,NULL,NULL,NULL,NULL,1782,1782,NULL,0,100,NULL
9912C93C-C970-469A-8FE4-17BCCC725F85,43415.62,Sabre-X,41244.84,NULL,NULL,2,NULL,NULL,NULL,5B3CA472-C568-414C-B529-42EC92C60C79,1,7A621078-BC43-475E-98C3-47F18970071F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,43415.62,1,NULL,NULL,95d29adc-309b-450a-a789-8d5b481347ab,40:11.4,95d29adc-309b-450a-a789-8d5b481347ab,40:56.6,1400,NULL,NULL,NULL,-2170.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43415.62,NULL,NULL,96.61,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,1,1,NULL,NULL,NULL,60,43415.62,43415.62,NULL,-5.26,96.78,0
0EEDC7EA-1A17-4B6F-841B-17FA260420FE,NULL,created from website,NULL,NULL,NULL,1,NULL,NULL,NULL,5B3CA472-C568-414C-B529-42EC92C60C79,1,5E3BF307-3376-46DB-8B99-A6CD4DE08A07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,072de345-7408-40d1-b8d6-b1e5bcde0fc0,44:00.3,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A2720809-6009-4A55-9305-186CE31C144B,2823.69,back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2823.69,NULL,NULL,1,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,6F805C58-B5F8-4150-888B-ED87603F5566,1,C8BB0A69-4EF5-427C-B389-AFC1307DCDB2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,2823.69,1,NULL,NULL,e582c93c-3936-4595-8a1e-083c940401a7,35:18.2,0db3b270-2cb1-46a2-8e31-704f5a207dc6,27:58.4,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2823.69,NULL,NULL,100,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1698.29,39.86,1,1,NULL,NULL,NULL,NULL,2823.69,2823.69,NULL,0,100,NULL
F6C178CA-D897-40D0-A127-18AD9C1CC280,25768.38,Sabre-X,25768.38,NULL,NULL,4,NULL,NULL,NULL,4D9F46AC-7A47-4309-85A2-0642EA126C06,1,39679A62-4078-4D75-90F8-C5ED1BB0AC3D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,25768.38,1,NULL,NULL,4ccee81e-276e-4259-b52b-6925535dde80,02:26.6,4ccee81e-276e-4259-b52b-6925535dde80,07:47.2,1400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25768.38,NULL,NULL,94.57,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,1,1,NULL,NULL,NULL,60,25768.38,25768.38,NULL,0,94.57,0
6E189E57-E5F7-4290-A26B-18EAB067A8A4,42983.92,Sabre-X,40834.72,NULL,NULL,1,NULL,NULL,NULL,5B3CA472-C568-414C-B529-42EC92C60C79,1,BC6A5456-3628-449B-BA66-784BC4BE5941,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,42983.92,1,NULL,NULL,95d29adc-309b-450a-a789-8d5b481347ab,41:13.5,95d29adc-309b-450a-a789-8d5b481347ab,41:37.7,1400,NULL,NULL,NULL,-2149.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42983.92,NULL,NULL,96.57,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,1,1,NULL,NULL,NULL,60,42983.92,42983.92,NULL,-5.26,96.74,0
66AAF003-4AE2-44E4-855C-191B06A1E60C,25603.28,Sabre-X,24323.12,NULL,NULL,1,NULL,NULL,NULL,5B3CA472-C568-414C-B529-42EC92C60C79,1,1AA1F7EB-92F5-4DB4-8353-EEA5D46F1245,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,25603.28,1,NULL,NULL,072de345-7408-40d1-b8d6-b1e5bcde0fc0,41:54.8,4ccee81e-276e-4259-b52b-6925535dde80,07:56.1,1400,NULL,NULL,NULL,-1280.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25603.28,NULL,NULL,94.24,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,1,1,NULL,NULL,NULL,60,25603.28,25603.28,NULL,-5.26,94.53,0
9E684781-5645-465B-AB26-194BDFA0A22A,1448.99,Accessories,1448.99,NULL,NULL,4,NULL,NULL,NULL,NULL,1,B2C26D85-1B4A-4784-9DEF-5B14CA78C09C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,4,NULL,NULL,1448.99,NULL,NULL,NULL,072de345-7408-40d1-b8d6-b1e5bcde0fc0,09:56.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1448.99,NULL,NULL,100,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,1,NULL,NULL,NULL,NULL,NULL,1448.99,1448.99,NULL,0,100,NULL
1A24C5DF-770F-474C-8F18-1991EB28AA48,270,HCDR-150,270,NULL,NULL,1,NULL,NULL,NULL,CE912DC7-EA13-4778-AA59-252CFE212BB1,1,2E333CBD-612A-4D31-AAAA-828CBA08EAED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,270,1,NULL,NULL,95d29adc-309b-450a-a789-8d5b481347ab,40:55.0,072de345-7408-40d1-b8d6-b1e5bcde0fc0,41:29.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,270,NULL,NULL,100,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,1,1,NULL,NULL,NULL,NULL,270,270,NULL,0,100,NULL
A8B999AA-FA22-4CD9-A692-19AA80B36353,43369.63,Sabre-X,41201.15,NULL,NULL,1,NULL,NULL,NULL,5B3CA472-C568-414C-B529-42EC92C60C79,1,482CD37B-D66E-4223-9622-D8F79F1296B3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,43369.63,1,NULL,NULL,95d29adc-309b-450a-a789-8d5b481347ab,19:14.4,95d29adc-309b-450a-a789-8d5b481347ab,19:56.5,1400,NULL,NULL,NULL,-2168.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43369.63,NULL,NULL,96.6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,1,1,NULL,NULL,NULL,60,43369.63,43369.63,NULL,-5.26,96.77,0
02284933-F8AB-4AA7-ACC3-1AD0F8D78D7D,37.99,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",37.99,NULL,NULL,1,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,04DB77F9-EA43-4398-9409-EB4ADD77D96E,1,71D8C1AA-D16C-494E-9823-98F929E96443,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,37.99,1,NULL,NULL,95d29adc-309b-450a-a789-8d5b481347ab,07:06.3,NULL,NULL,20.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37.99,NULL,NULL,45.01,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20.89,45.01,1,NULL,NULL,NULL,NULL,NULL,37.99,37.99,NULL,0,45.01,NULL
